fecha,Calidad_del_agua_meteorología_Direccion_Viento,Calidad_del_agua_meteorología_Evaporacion,Calidad_del_agua_meteorología_Humedad,Calidad_del_agua_meteorología_Pluviometria,Calidad_del_agua_meteorología_Presion,Calidad_del_agua_meteorología_Punto_de_Rocio,Calidad_del_agua_meteorología_Radiacion_Solar,Calidad_del_agua_meteorología_Sensacion_Termica,Calidad_del_agua_meteorología_Temperatura,Calidad_del_agua_meteorología_Velocidad_Viento,Calidad_del_agua_sonda_paramétrica_Clorofila,Calidad_del_agua_sonda_paramétrica_Conductividad,Calidad_del_agua_sonda_paramétrica_Cota,Calidad_del_agua_sonda_paramétrica_Cota_embalse,Calidad_del_agua_sonda_paramétrica_Ficocianina,Calidad_del_agua_sonda_paramétrica_O2,Calidad_del_agua_sonda_paramétrica_OxigenoDisuelto,Calidad_del_agua_sonda_paramétrica_Perfil,Calidad_del_agua_sonda_paramétrica_Profundidad,Calidad_del_agua_sonda_paramétrica_Redox,Calidad_del_agua_sonda_paramétrica_Temperatura,Calidad_del_agua_sonda_paramétrica_Turbidez,Calidad_del_agua_sonda_paramétrica_fDOM,Constantes_de_Explotación_Constante_1,Constantes_de_Explotación_Constante_2,Constantes_de_Explotación_Constante_3,Constantes_de_Explotación_Constante_4,Constantes_de_Explotación_Constante_5,Constantes_de_Explotación_Constante_6,Constantes_de_Explotación_Constante_7,Datos_Manuales_DM_AF_MD_PA_MANUAL,Datos_Manuales_DM_AF_MD_PB_MANUAL,Datos_Manuales_DM_AF_MD_PM_MANUAL,Datos_Manuales_DM_AF_MI_PB_MANUAL,Datos_Manuales_DM_AF_MI_PMPA_MANUAL,Datos_Manuales_DM_NE_MANUAL,Datos_Manuales_DM_PZ_B6_MANUAL,Datos_Manuales_DM_PZ_B7_MANUAL,Datos_Manuales_DM_PZ_B8_MANUAL,Datos_Manuales_DM_PZ_B9_MANUAL,Datos_Manuales_DM_TLP5_R_MANUAL,Datos_Manuales_DM_TLP5_T_MANUAL,Datos_Manuales_DM_TLP9_R_MANUAL,Datos_Manuales_DM_TLP9_T_MANUAL,General_Ascenso_Nivel_Encoro,General_Caudal_Aliviadero,General_Caudal_Desague,General_Caudal_Entrada,General_Caudal_Evaporacion,General_Caudal_Salida,General_Caudal_Toma,General_Volumen,General_Volumen_x100,Meteorología_Direccion_Viento,Meteorología_Evaporacion,Meteorología_Humedad,Meteorología_Pluviometria,Meteorología_Presion,Meteorología_Punto_de_Rocio,Meteorología_Radiacion_Solar,Meteorología_Sensacion_Termica,Meteorología_Temperatura,Meteorología_Velocidad_Viento,fecha,caudal,desague,apertura
10,176.57950882116953,0.0,78.84054054154291,0.0,1028.6425484551323,0.0,1453.75,0.0,12.228973557551702,0.7583429629901528,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-1.6403997304021483e-05,0.10315566706574625,7.342708749903573,12.522135261032316,0.2993310298750455,7.486688531107372,0.0408241058078905,12.921045773559147,62.685771544774376,158.70688810178802,2.6300716220090785,71.47630125946469,0.0,1022.0105200873481,0.0,-1722.9599609375,0.0,10.448735690779156,0.4181906534423534,2015-03-07T00:00:00.000+01:00,0.10317043936811388,1.4975586252080069,0.6597235798835754
11,193.05520059665045,0.0,84.4342753092448,0.0,1027.1536534627278,0.0,1453.75,0.0,10.654115994771322,0.9868606253197262,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.009801624751869693,0.10441530656276478,7.34664183192783,12.196413546179732,0.2706383862306312,7.491924828953213,0.04086763683396081,12.958212753136953,62.86608486705356,143.7476926719149,0.6337637355965045,77.74567039807637,0.0,1020.579636891683,0.0,-1722.9599609375,0.0,9.187188756548696,0.5076230419023583,2015-03-08T00:00:00.000+01:00,0.10439478595637613,1.4709296450018883,0.6597235798835754
12,212.19256712330713,0.0,91.52510611216228,0.0,1026.3623335096572,0.0,1453.75,0.0,12.254894657267464,0.8502222440244319,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.00985017489519022,0.10209575129879846,7.375521385007435,12.302465580921206,0.24525289161071365,7.518462416198519,0.04084530452059375,12.889879531330532,62.53457032309638,155.62792575193777,0.9769416327164637,83.74172724617853,0.0,1019.5628306070963,0.0,-1722.9599609375,0.0,10.437762722373009,0.48747192834141767,2015-03-09T00:00:00.000+01:00,0.10209091162929933,1.5221151047282748,0.6597235798835754
13,205.09910825888315,0.0,87.38235012690227,0.0,1026.6557659573025,0.0,1453.75,0.0,13.724359618292915,0.34862879769126365,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.03029706358534491,0.09933052470700608,7.40727040833897,9.301219985509912,0.16307372643465592,7.547251668241289,0.04065077229299479,12.805498467551338,62.125197966893516,161.60938851307662,1.042532458617946,81.86341381072998,0.0,1019.6791483561198,0.0,-1722.9599609375,0.0,11.728367984294891,0.3436672808214401,2015-03-10T00:00:00.000+01:00,0.0993443323402769,1.5888697240087721,0.6597235798835754
14,212.33647433194247,0.0,88.34448292872288,0.0,1027.5430498456622,0.0,1453.75,0.0,12.791152433915572,0.2513111922759693,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.03395493772089273,0.09573847149218713,7.396026224523157,7.738977879806832,0.0951454173046949,7.5321713994433,0.04040670199515103,12.702306027178997,61.62456883250417,188.84177162930683,1.036034814780578,80.2294268307986,0.0,1020.5938537170837,0.0,-1722.9599609375,0.0,11.39576611152062,0.17444227979733393,2015-03-11T00:00:00.000+01:00,0.09573541961975031,1.6852452079732936,0.6597235798835754
15,182.13831623395285,0.0,96.44880718655057,0.47638877279435593,1024.8557217915852,0.0,1453.75,0.0,12.267452915509542,0.4449287106173061,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.04366286910145492,0.09140878201772769,7.383049584097332,8.675851884815428,0.1248825878318611,7.514582292901145,0.040123913126687206,12.581559518973032,61.03877072864108,157.18629539437177,0.5789713315708569,84.53844584359064,0.5187498843297362,1018.0480338202583,0.0,-1722.9599609375,0.0,11.318948513931698,0.32802293030545115,2015-03-12T00:00:00.000+01:00,0.09140150890582138,1.8116420403950744,0.6597235798835754
16,181.13716090129068,0.0,89.14468065897624,0.29166662506759167,1030.6234130859375,0.0,1453.75,0.0,11.291694667604235,0.3082401007122826,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.04395189407255708,0.08694164667071567,7.369907637437184,9.44168458175328,0.20117045137319817,7.49668550491333,0.039836222409374185,12.459762480523851,60.44787883758545,157.93004502190485,1.036150953357315,76.50431383980646,0.3194444051219357,1023.7164569430881,0.0,-1722.9599609375,0.0,9.27364280488756,0.40025056289353717,2015-03-13T00:00:00.000+01:00,0.08694387548085716,1.960488335125976,0.6597235798835754
17,169.93598613670716,0.0,82.84545413653056,0.008333333457509676,1029.3664059109158,0.0,1453.75,0.0,10.059236195352343,0.3059795540563452,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.06266267187776167,0.08199986598143975,7.3555627134111194,10.435372136119339,0.19816511974396336,7.47713107532925,0.03956853823425869,12.330461919307709,59.82058805889554,149.71611923020748,1.3595896291339562,71.22642474704318,0.008333333457509676,1022.6321343315972,0.0,-1722.9599609375,0.0,8.011092920270231,0.461514797165162,2015-03-14T00:00:00.000+01:00,0.08200119099476272,2.1562005024817257,0.6597235798835754
18,145.03617481390634,0.0,85.03458891974554,0.0,1023.4463259379069,0.0,1453.75,0.0,10.01904868748453,0.2319336032572513,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-0.06676793630160521,0.07226919522508979,7.327731682194604,7.3746713275710745,0.1351167413025299,7.439228160513772,0.03922728984616697,12.091369622283512,58.66064111391703,177.82282537511654,0.9575052011576999,73.72265725665622,0.0,1016.6886973910862,0.0,-1722.9599609375,0.0,8.559955073727501,0.27820019060487133,2015-03-15T00:00:00.000+01:00,0.0722737058531493,2.6269368024335966,0.6597235798835754
19,219.58623414372818,0.0,82.43634102079604,0.0,1016.965318467882,0.0,1423.4635416666667,0.0,9.312548052933481,0.43252074102120885,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,-34.868767238116305,2.429151671558199,3.184948592066345,11.325241857431305,0.154524264003119,5.653196687429723,0.039096399853137176,11.982753767094142,58.1336991484736,156.10966013537512,1.0993453373925552,73.93385145399306,0.0,1010.2242808871799,0.0,-1722.9599609375,0.0,7.442479920780493,0.38286890797058326,2015-03-16T00:00:00.000+01:00,2.395162411422158,108.35084274162848,29.19410127773881
20,192.69712773099957,0.0,84.73870012495253,0.0,1014.9164288838705,0.0,1453.75,0.0,11.266677853133944,0.27819976525562295,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.03425251540930832,4.667072988218731,0.07555249550690253,8.3330986003081,0.14580353418932646,4.781828357113732,0.03920275751604802,12.071065584818522,58.56213882234361,164.08000689082675,1.0470897416428973,77.24404915173848,0.0,1008.0767203436958,0.0,-1722.9599609375,0.0,9.698757981260618,0.2580186157073412,2015-03-17T00:00:00.000+01:00,4.66765384707186,174.14543393750986,50.125289933549034
21,187.4804734169609,0.0,86.90060567855835,0.0,1020.1408619350857,0.0,1453.75,0.0,11.421199484003914,0.5234455369936768,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.028242027964248944,5.026348587539461,0.07566889520320627,8.29697400662634,0.18290567915816305,5.141343295574188,0.03932585039486488,12.173523002200657,59.059201902813385,168.55566078424454,0.955363500294172,76.76209070947435,0.0,1013.2743123372396,0.0,-1722.9599609375,0.0,10.153257111708323,0.40528076220976395,2015-03-18T00:00:00.000+01:00,5.025862541049719,161.5819387278623,50.12164607644081
22,174.29398820135327,0.0,84.34174341625638,0.0,1019.9613410101997,0.0,1453.75,0.0,13.346092687712776,1.2036233318762646,10.300000007335957,0.10000000149011612,27.86299011733506,31.99716605720939,10.266923055544005,0.05999999865889549,-0.7792307642789987,0.3626373626373626,4.134175783985263,7.736593387939117,12.455714299128605,1.3325274743876614,4.572747225289817,7.0,8.0,9.0,10.0,11.0,0.0,0.0,25.0,10.0,44.0,29.0,45.0,34.2599983215332,0.20999999344348907,0.20000000298023224,0.009963306598365307,-151999999901696.0,78.0,44.20000076293945,100.4000015258789,42.5,0.009485914739141461,5.148002793391545,0.07570975708464782,10.97905837972131,0.24247103665260916,5.263077076938417,0.03936450113542378,12.209038661585915,59.23150764571296,165.95486017730502,1.1470276241501172,73.54130789968703,0.0,1012.8587832980686,0.0,-1722.9599609375,0.0,12.493793610069487,0.7451606015028018,2015-03-19T00:00:00.000+01:00,5.147174843328281,157.5238212943077,50.10031754771869
